Reviews,Mood
Come on everybody it was silly and was really cringy,Negative
I have always loved Andrew Lloyd Webbers musical Cats and loved seeing it come to life on the big screen The movie follows the musical and has one new song that is a wonderful addition The dancing in this movie is AMAZING Judy Dench is fabulous as a cat and Jennifer Hudson steals the show with her rendition of Memory,Negative
If you enjoy reading my SpoilerFree thoughts please follow my blog to read my full review Morbius is yet another disaster from the SonyMarvel shared universeDespite good performances from Jared Leto and Matt Smith and even a couple of visually captivating action sequences the formulaic screenplay that seems to originate from the beginning of the century ruins everything in its pathFrom the predictability and zero creativity of the main plot to the heavy reliance on uninteresting unnecessary exposition Daniel Espinosa finds his most significant problem in the blatant lack of care in the treatment of the charactersThe narrative logical lapses are too many to ignore and even amplified by extremely messy editing a third act wrapped in an unfathomable blend of CGI and a plagiarized scoreOne of the most embarrassing productions by a major studio in recent yearsRating D,Notr
"Damn this movie No matter how many times I watch it it always make me happy and I always cry with joy at the end
This is a movie which will be talked about for decades for even after century",Positive
Did not want to watch this movie after witnessing all the  and  reviews My two girls convinced me to watch since they were so persuaded by the trailers The movie was actually better than I expected Most importantly my  year old and  year old truly enjoyed it and came out so happy afterwards Thats what matters most I would personally rate the movie between a   stars however a  is well deserved to try and bring it back up with all the negative ratings This movie really has a positive influence on the childs mind I may even buy it on DVD as well  This movie did have similarities to another movie we really enjoyed  Inside Out,Negative
This movie is one of the best I have ever seen I first read the book and I didnt liked it that much but then I saw the movie And thats a things thats never happened to me before the movie was better than the book Its the other way normally But in this case the movie is so much better I like the end more than in the book Watch the movie it is great,Positive
Avoid this weird and awful mess This will give you nightmares days after you watch this,Negative
I just cannot explain how awesomely awesome this movie is Overwhelming but in a completely good way is a very good word to explain this The actors were all SO fantastic There wasnt one of them that wasnt completely believable in their role The FX were just spectacular and really helps to transport you in to this movie The story and whole concept of this Inception thing and how they do it just totally blows your mind I mean it really does This movie made me feel like I had been sitting on the edge of my seat and holding my breath I could not wait for the next whatever to happen and to see how everything played out,Positive
For starters it was a shambles this is the only newish db movie out and people need to get together and do a MUCH better adaptation of this film the only good thing was some of the beams they fire ie effects but fan made films have done better with looks and better action hopefully one day they make a reboot,Negative
This movie was a disappointment because it could have been great However its not as bad as the reviews suggest The story was interesting for the first half and turned into a hot mess for the second half I could have also done without so much of the CGI because that diminished the film and made it feel cheaper I would have preferred prosthetics instead of the CGI faces because they looked really good for the first half then turned so obviously fake by the second half it was laughable The CGI blurriness when the vampires would move looked terrible I know it was suppose to represent the bat radar but it was distracting I also thought the detectives were pretty pointless to the story and could have been written to make some type of contribution for the climax of the movie It needed to be darker to work with a tone like The Batman However the actors especially Leto did a good job for what they were working with It wasnt terrible just wasnt good,Notr
After watching this movie i was stunned at how great it was It was the first movie that kept me hooked the whole way through and had everything in it What made it better was seeing how it was expanded so well from the original short story which again was very good How anyone can say it less must not have been watching it properly There is nothing to say to criticise the movie the acting was brilliant the casting great and the directing breath taking But we can not overlook the great writer who brought this story to life Steven King Without having writers like him we would never have any movies to match up to the likes of Shawshank and Godfather I am still waiting for another movie to knock it off the top of my top  list however i am doubtful if this will ever happen,Positive
Amazing movie by Nolan could not make a more real version of Bats and Joker,Positive
This movie is god awful i dont understand why  people rated the movie  in a row in the user reviews maybe these accounts were created to bump up the ratings of this awful movie besides what movie is entertaining with James Cordon in the cast,Negative
No resemblance to anything related to the franchise Please disregard this mess and hopefully they will make another actual Jurassic park movie to finish the series No excuse for this crap,Notr
Overall the movie is pretty good It starts slow however but then it picks up and shows off some really good action So the pacing does suffer in the first halfChemistry between NeoTrinityMorpheus is certainly there and the movie has a ton of throwbacks to previous parts It cohesively fits into the franchise and production quality is top notch However the ending was quite a disappointment The movie lacked a strong villain and that shows toward the endYou definitely should watch it if you love previous movies,Notr
I finally decided to see this film after reading good reviews and noting that this film ranks in IMDBs top ten list currently  At the very least I disovered where all the noble people are theyre in prisonThe film is decent but it certainly isnt what I would call great or extraordinary There are good performances by Robbins and Freeman but the pace of the movie is very slow and the cinematography is unremarkable Characters are largely stereotypes the story is somewhat formulaic and sometimes ludicrous and the noble prisoners vs wicked guards dichotomy is simplistic and unrealistic I was also particularly annoyed at the narration which always seemed to explain more than it needed to As for the ending I guess I was not as suprised as others since I did read the Stephen King novella many years ago Still given that the story takes place in a prison you dont need to be a genius to guess part of itThis movie reminds me of Dead Poets Society in terms of its tone and theme of uplifting the human spirit against a backdrop of despair If thats your thing youll love the movie Its not really my thing,Positive
I watched it twice as I think every Matrix fan shouldThe first time was in an IMAX theater and I enjoyed it Action scenes were good storyline was good but Im not real sure I was fully following it I left with some questions as to why certain things were done in the ways that they were I had read some reviews before seeing it that first time and I disagreed with some of those reviews and agreed with others but all and all I had enjoyed it enough I then watched it again on HBO MAX and thats when I really enjoyed it I had more of a grasp on the story line and a lot of those questions I had after the first showing were no long there and this were making themselves more clear and I disagreed with a lot more of the not so good reviews Its a fun movie with a smart storyline Im welcoming to another if they chose to do another one Im sure Ill see it a few more times and throw it in the mix throughout the years when revisiting the Matrix,Notr
I dont understand why so many critics  audience members hated this movie so much I dont typically like musicals but I actually liked this The dancing  singing were great I loved the  leads Victoria  Munkustrap whos faces  dancing were captivating to watch Jennifer Hudsons singing made me cry it was so well done I thought the cgi was actually pretty cool  amazing The only actor bit I didnt like was Taylor Swift Yeech she was bad It was like she didnt even try to move like a cat Dont know why some reviewers slammed that the plot made no sense The plot was actually very clear The move kept me entertained,Negative
Heath Heath Heath yada yada yada Yes he did a lovely Joker So what The film was almost as tedious as the rest of them The obvious problems Too long Shallow stabs at moral seriousness Absurdly overprocessed Batman voice The usual barelythere female characters Heaths Joker was just another lunatic villain and weve seen plenty of similar quality over the years gasp  heresyYes in my opinion Heath was merely okayMaking a villainous virtue out of the Joker having no purpose but to make the world burn is not deep Its not that hard to create a charismatic psycho character Yes he had some game Yes of course I enjoyed lines like I wouldnt know what to do with it if I caught one This movie wasnt completely awful Im giving it five stars after all which guarantees no one will read my comment but oh wellBut neither Heath nor the film as a whole was amazingIm not a superhero movie hater and Ive actually read plenty of Batman comics in my life unlike at least half the people getting excited about this film I think But I have been bored and disappointed by the Batman franchise films every time so this is no surprise I cant even wrap my head around this one being fun light entertainment or any other kind of entertainment let alone a classic as so many are calling itA classic As GOB would say Come on If you are calling this movie a classic you cant possibly have seen many movies,Positive
"What was the director even thinking 
I feel pity for producers",Negative
The third and final entry in the Jurassic World trilogy and an overall conclusion to the original Jurassic Park series A satisfying conclusion with lots of entertainment and thrillful moments The best entry in the Jurassic World trilogy and I dont care about the unnecessary hate this film getting and I find it ridiculous because this film made especially for the true Jurassic Park fans,Notr
Best movie ever  if youre looking for perfection  this is itFreedom at its best Morgan Freeman its formidableThe Shawshank Redemption is not a depressing story there is a lot of life and humor in it and warmth,Positive
I have been into movies since well I was  But after about  years I finally was lucky enough to come across this title I had a huge expectation when I started watching itHey it aint number  for show that much i can vouch for Well it took me a few minutes to get into it but well once i got engulfed it was just sheer pleasure and goosebumpsThe film revolves around the inmates of a prison and a NEW FISH accused of homicide joining the facultyThe film depicts How he changed their lives and helped them to realize and bring back the greatest gift of life taken away from them  The friendship the hardship the simplest joy the tragedies  the yearning for freedom in each breath has been brilliantly acted and directedThe movie makes you feel goodAfter watching it it makes you smile and strengthens your faith in humanityI am no critic but this movie made me happy ecstatic and I would love to rewatch it again and again so i would say go on watch it at once if you have not You will love it no matter what your taste in films are Because this film expresses humanity in each way possible And as a fellow human being you will love the emotions If you dont then well I will be a bit surprisedPS  was the year of Forrest Gump It took home all the awards Though it is a great film but in my opinion it remains only great while shawshank is one of the greatest if not the greatest movie of all times Thank You,Positive
If you love Christopher Nolan films or films in general you will love Inception heck if you dont like films you still have to see this The acting was top of the barrel Leonardo The Apprentice The Japanese Billionaires and his friends were all incredible in this dream in a dream in a dream flick that will make you wonder and fascinate With gratuitous action and awesome adventure Inception truly is a sight to see that is why Inception is in my top  movies ever and after watching it I guarantee you will place it in your top  minimum Pay the money for the Blu Ray or watch it online Inception is worth your time,Positive
so ii see all these people giving it negative reviews and Im thinking ya maybe they are right but why hasnt any said anything about Krillin not being in this flick is he not a main character in the mangaanime i mean seriously OK i can deal with roshi being a middle aged man and i can deal with goku being a teenager HELL i can even deal with the fact that he is in SCHOOL but please Krillin was his best friend how can you leave him out of the loop if they make a sequel which will be surprising they better not have krillin in it because now it wont make any sense whatsoever to have him in these movies please please please dont make a sequel just make a remake and fix this sheet,Negative
I can understand those who dont like the film as its one for those who have been with Jurassic park from the startI watched them all as they came out and went to cinema and for me this movie was great from a nostalgic point of viewIt was fab to see the original cast and learn how they had evolved over the year and come full circleThere are multiple storylines running along side each other the old versus the new and yet these storylines are all running towards joining the old and the new togetherI watched the extended version and feel like as a fan and viewer Ive been given the perfect ending to a storyline I grew up with,Notr
st of all I give  and  for all those dummies who call themselves fans and who voted that low There are so many overrated movies out there and all those so called fans also overrate tons idiotic stuff Well at least most of them And I bet the lack of their taste is despicable Cmon Maybe that movie did not come out as the best for fans but it was more than okay and watchable for the rest of us who barely seen  or  series of the dragonball anime series The reason that movies like that dont come in nd parts coz of those stupid dummies that call themselves fans Hey you  fans  RATE your socks and compare your wife to them next time you dicede to judge something that you never ever done before,Negative
Is there really no creativity left Is there no shame in releasing such a schmata Is there really no topic one could pick besides retarded emojis Stop Please please stop No more Because if there will be more then the world will turn into a  version of the world in Idiocracy and the next big movies will be called A and the next big TV show will be Ow my balls And it goes beyond movies like this  its as if  big movies that come out are just literally cinematic fastfood  no thought given Literally none at all Just make something,Negative
All you need to do is switch this film on for  seconds and your hooked Simple,Positive
This movie is too long by about  minutes I was happy when the screen finally went dark A filmmaker should be able to get his point across in under  hours or before the collective audience ass starts hurtingIts a comic book and the effects and makeup are really great but still some of it is too inexplicable and so beyond the possible that it undermines the characters The Joker is deliciously strange and evil but if he can arrange those events that are so very complex he starts to look more like a circus ringleader whose dancing dogs and fireworks are the real charactersThe story was very hard for me to follow I dont appreciate having to try so hard to figure out what and why things happen in a movie I am still not sure why Mr Two Face went sour and frankly I didnt care that he didThere is a very heavy thematic effort here much of film is trying to clearly define good vs evil and the shifting ambiguity of that to end with Batman becoming rather dark and isolated I applaud this kind of effort in an action film but here the authors take just too long to get there I was itching to get out of my seat and had to force myself to sit through to the very end and thats not good for any movie,Positive
This is not supposed to be an exact copy of the manga or the cartoonanime The side characters are eh but they are trying to put hours of story in about an hour and a half All and all its entertaining and fast paced If you miss  minutes of this you will be lost The writing of the dialogue kind of sucks This was made and supposed to be the pre journey before dbzish story lines come about The side stuff with Bulma and Yamcha sucks but they had to rush it for the time they had Oh well its supposed to be like DB not DBZ which DB was more for kids and so was this Im sure it will get better Worth a watch though definitely,Negative
Every one is Trashing the Movie for Knowing the plot and expecting how it will end Well Guess what Its a Kids Movie you should get the Idea of the Movie as it tells every Kid to be himherself and they will Turn out greatYou dont need to be a copycat or to be like someone to be successful you need to be yourselfThats a Great Lesson for everyone not just kids The Message that this Movie delivers is brilliant I enjoyed the Movie and all the Kids in the Family Laughed and enjoyed it Specially the Ending Such a cool idea I think the reviews are not giving this movie what it deserves,Negative
 In  we will have flying cars  THE EMOJI MOVIEI cant believe that Sony would create such a horrific film My eyes are forever scarred This movie is an atrocity and is just ad WHERE WAS THE  emoji Its unbelievable that people would pay to see a movie like this I already was starting to believe there was no god but now I know there isnt This movie is the opposite of  Dont spend money on this unless you want cancer,Negative
So everyone is complaining how its this awful movie and that they wish they could rate it  stars but honestly its good I love action movies like this thought it was a lot like wreck it ralph and inside out very funny and actually made me laugh tehe,Negative
A good film but not the master piece every one is making it out to be One word Hype Two face is wasted and his existence is only known by Gordon and batman in the end so why bother using and wastinghis character was there any real point in Maggie Gylenhall The ferry bit went on far too long probably so they could give ledger more screen time The batbikepod thing looked really slow and spent most of its time spinning its wheels and looked like more of an excuse to release a cool toy tie in and i could go on but you probably all agree but are too blinded by hype and the fact that ledgers dead to see that this is a pretty average film Why was the scarecrow not arrested at the start of the film How come the clear reference at the end of batman begins regarding the jokers existence is completely forgotten about in the next movie I could go on but im sure youll all realise when the hypes died down In summery too long wasted characters a bit of mis casting and what the fk was with batmans ultra gruff voice i nearly choked on my popcorn first time i heard him Heath ledger is a sad loss however,Positive
Well I am not surprised by the output of this movie as I did not expect much from it in the first placeThis movie follows the same routine of Jurassic World  and Jurassic World Fallen Kingdom  popcorn movies and nothing moreOut of the  Jurassic Park and Jurassic World movies the very first Jurassic Park movie  was the most exciting and valuable one to watch,Notr
Its a superhero movie I dont know why everyone expects it to be some groundbreaking masterpiece It was enjoyable to watch They kinda forced the villain but no biggie,Notr
Please dont watch this Dont I did It was horrible cringeful just plain bad Stay away from this movie its poison in your veins and will leave you confused and angry There is nothing redeeming in this movie the jokes are horrible the characters are just boring So boring but its not The Room bad Where its a bit funny No this is just so bad its bad There is no other way i can describe this level of bad,Negative
Same old cat and mouse play between our heroes and dinosaurs Doest matter where exactly it can be a facility park island whateverIf you are a bad guy dinosaurs will attack you and catch right away but if you are from the main cast group they will circle around you for hoursSo story and writing havent been able to develop at all Same formulaCasting and acting was only for nostalgia Yes it was nice too see old and young generation together but they didnt have a good story to bound them So it was just based on nostalgia feeling movieAnd of course every jurassic park have to have a trex fight in the end but this time we couldnt even pick a side because even they didnt have any story to back up withHow did this movie reach almost to a B beyond me but nowadays just make a movie with name and marketing so mindless audience floods you money anyway No more creativity just milking the project,Notr
The concept that I believe they were shooting for was fun but the plot fell through and failed to land In fact I think the plot blew up like those helicopters but it was fun at least,Notr
By far the best movie everNo Doubt this is the best ever movie you will ever see It is easily the best movie of my lifetime so farMorgan Free is a legend and Rest of the Crew did a marvellous job as well Well written  narrated and directed movie of all times out It has been on number one ranking on IMDb and most of the other movie rating websites forever nowThe best past of the movie is narrated voice by Morgan FreemanThe character Andy Dufrain is a very well composed and the Warden character has lot of punch into itEscape from prison was the best it can ever getMarvellous piece of Art,Positive
Not even Boll himself could have produced a worse adaptation of a beloved franchise Im flabbergasted its rating is as high as it is Even the Super Mario Bros movie was more endearing in its remarkable stupidity and laughably liberal use of characters I dont even have fun mocking this film thats how terrible it is Its not worth examining to see where it failed and its not worth my typing this out Manos The Hands of Fate is a masterpiece in comparison It makes Ed Wood look like Hitchcock Pierre Kirby like Shwarzenegger and Shwarzenegger like Humphrey BogartDont watch it Dont Dont do it Its the Jekyll and Hyde game of the film industry,Negative
This is my least favorite of all the Jurassic movies The original was excellent and fun This was an excuse to have a reunion The movie cant stand on its own I watched it with someone who had never seen any of the previous Jurassic movies He didnt get it I thought we were passed films that allowed the stars to keep their makeup on after swimming through algea covered ponds Not even camp enough to be fun,Notr
Acting script music action and cinematography is all perfect This is the greatest movie since The Godfather,Positive
I feel like this movie had a good message for kids and well everyone I dont understand why it was so hated My family and I were really hoping for a sequel I think people need to give this another chance,Negative
I cant find another word to describe this movie AMAZING The title is so horrible and i never expected i would watch it for  minutes But when i saw it i realised the big mistake in not watching it earlierThe movie has a beautiful plot set over  years Every part of the movie has a bearing on the ending And never did i imagine such a spectacular ending Not many movies can boast of a suspense of such a kind This movie is not a thriller nor is it adventure but it is a desire of a Man who lives on Hope and who paves his own Destiny Shawshank Redemption leaves you with a elated mind and a moral that it is fear that holds you back and Hope that carries you forward I have only one message for IMDb viewers Just watch Shawshank Redemption Do not avoid it because the title is bad or else you too will have the same wretched feeling that i had today Wish i had seen it when i did have an opportunity a decade ago Well sometimes cinema is like this You go for titles stars and big buck films and come back home disappointed But Shawshank Redemption proves that all you need is a excellent script a good director and some thespians like Morgan Freeman and Tim Robbins,Positive
My anus imploded while watching this movie Its was a good movie but my anus implodes Anus gets imploded every time I see a emoji so it may be natural the part of imploded My experience in sending a emoji is now different my anus imploded every time I didnt like it because it did not have a black meh emoji and I fell oppressed,Negative
But really love the musical this movie is such an disgrace,Negative
I sat through this two hour movie and I still dont know what its about All I know is that Jason Derulo got salty on twitter bc the animators smoothed out his cat bulge Sorry buddy but theres probably not a lot there in the first place,Negative
"I was never much for Batman movies but Christian Bale was by far the BEST Batman EVER paired with Heath Ledger and the dynamic was incredible I believe that Heath Ledger was the BEST Joker and his portrayal of the Joker in the movie of the same name was sheer brilliance
The best coupling by far in fact when I used to have my grandson over we watched Batman The dark night repeatedly
Loved this movie",Positive
I Love Morbius  I enjoyed Morbius  I like Matt smith Cast member who played Milo in Morbius  This movie is Morbelous Morbius is wow I went to the cinema  times today to see Morbius I watched Morbius Very nice i said I just watched Morbius  Highly reccomend looking forward to future Morbius Cinematic Universe ventures,Notr
Personally not a big fan of Leto myself however the trailer looked dark for Marvel so it got me curious Went in with no expectations and to be honest the movie was really enjoyable By no means it is a masterpiece but the action scenes were fun and overall make up of the beast was quite terrifying Pleasantly surprised leave your biased opinions at home and just watch it for what it is and Im sure youll enjoy it Big plus that its under  hours so it didnt drag anything out Great length good action scenes and open ending Nothing to complain about other than maybe Id love a few more action scenes Watching how the creature moves and fights is different from what Ive seen in any other movie so would definitely have loved to see more of that,Notr
We enjoyed all the other Jurassic park and world movies this one was not the same standard at all So drawn out two stories in one bringing back the original characters Kids were bored people were leaving the cinema wouldnt recommend,Notr
I still believe The Matrix is one of the most significant films of my lifetime not to mention one of my best theater experiences ever The sequels went awry because they tried to explain EVERYTHING The action vibes and ideas still worked but the details were never the point This particular sequel worked better than the others because it was mostly a trippy fever dream version of The Matrix What was that reflection What does this mean It worked best when I was confused and wondering As a result the first and last thirds were genuinely fun even if the action was muddy the middle third was a bit explainy Overall though pretty fun to hang with Neo and Trinity for a while and forget that rd movie ever happened,Notr
Although the Batman is not longer young he can change the world to become better I am looking forward to the next one next fantastic one,Positive
This movie i dont know how did i miss it heard from no one at all N e ways not many good movies are subject of talking in India and  days ago i was searching IMDb  which i know since just a few days ago  and i got this movie name a couple of times in few titlesguess what thought of renting it to give a try to IMDb and OH MY GOSH I know i am writing about a movie which is more than  years oldbut Oh my its kind of  am now and i have just finished watching thisand man this is for sure in my Top  movies of all times  u know i just dont have Hollywood movies in my list but bollywood movies too  and it makes it to Top  explains that what a great movie this isThe story is simplebut boy try to do some guessing work here and if u succeed tell meMorgan Freeman is phenomenal actor This movie is his legendary workthe other guy i am seeing him for first timeand i kind of believe now that he is great actorBut all credit goes to the Director and the Writer of this wonderful movieSuch a simple story told so powerfully and controlled so amazingly is just greatThis one sure gives hope to most hopeless people in worldWatch it guys if u still havent this is best Hollywood can give u believe me and zillion fansand now i have to specially thank IMDb and fans of this movie on IMDbits u who recommended me this amazing moviethnx so much,Positive
I will say this movie doesnt fail to keep you entertained with the entry of so many new dinosaur species I would say that this movie is still pretty good apart from having a few corny bits sprinkled in,Notr
After seeing some pretty bad reviews for your film I feared the worst so it came as a great surprise that I really enjoyed it I found it kept in the vein of the originals and picked up the story well The were some good nods to the original as wellIncidentally my brother had not seen the original films and he really enjoyed it and thought they explained it wellMaybe it helped to have my expectations lowered,Notr
It is a movie made by a passionate film maker whose passion could be sensed in every set pieces and story elements I happened to be very fortunate to get to watch it on its opening day  july And whatever ill assumption I made before entering the theater was completely vanished and i was speechless from its glittering imax footage action chase sequences to human emotions  everything is top notch I hardly believe ever there could be any film made with such perfection This is not an ordinary movie which is made from computer graphics footage but believe me the stunts are for real and performed under strict guidance and a lot of practice and a lot of hard work  Talking about the story  you could sense minute details of human emotions and it feels so refreshing that you would definitely be not forgetting at all It seems pretty rare for some blockbuster movie to offer that thing  on  from me worth more than  time watch,Positive
Im sorry But its Dragonball Z Never was a fan as a kid And definitely not now The movie shows it for what it is Haters going to hate Therefore its a solid  Perfect adaptation Hahaha,Negative
Mostly what can been said has been said This really isnt anywhere near he greatest movie ever made For heavens sake its a competent genre flick that runs a little too long but contains a couple of wellturned performances from the leads Tim Robbins incidentally is way better in Mystic River Down by Law and Birdman of Alcatraz are both significantly more interesting and original prison movies than this one Cool Hand Luke is obviously the greatest prison film of all time Shawshank is soso Think about it was there a moment a second a single plot turn in that film you didnt know was coming When the young guy goes out for his little conference with the warden did you not think come on guy havent you seen any movies Predictability is satisfying I suppose in its way but give me originality and genuine passion every time Shawshank has neither of those attributes Sorry to everyone who cries every time they see it Youve been had,Positive
Jesus Christ this was horrible Id rather watch  Death Note than this pile of ,Negative
Doesnt mean its good I need at least  characters ignore this sjdjdhhehsgshshsjksidysgaghsjfjnfnfmkoapapapkwhfddgdbnfkfkgavsbdncj Uebdhfhejrhhfudiuergrgtuwghrivudtshevfjogiqbdhckxjvabsuducuwyygofoeyuduficoivh Hchdhdhcijdfe,Negative
"The shock is the main thing in the movie three shocks  and the teller sound of Morgan Freeman make you melt in it
Thank you too much Hollywood for making this major movie
God bless you all",Positive
Very long and drawn out Im not sure how this got so many good ratings I could barely make it through to the end Actually I forwarded through some of the neverending scenes of various ridiculousness That wasnt much acting It was mostly just running around shooting things and blowing things up Cillian Murphy is such a good actor but there wasnt much acting going on here It mightve been some special effects wires and such but what was the point I think the whole story couldve been told in  minutes Kind of a waste of my time and I wish I could get my money back Sorry for being so negative,Positive
This is a very disturbing development It is time to question the mental faculties of todays producers directors and even actors that are willing to participate in this whatyamacallit Horrible writers coming up with these screenplays These ideas These insults to the human intelligence All I can say is steer clear of this monstrosity and protect your kids from ever having to see this It will cause a huge traumatic experience and will leave them scarred for life And to make things even worse it could cause mutations Kids could be born with a phone attached to their arm instead of a hand,Negative
We all know what we want from these movies and I think this movie succeeded at that It has a a bit of everything  the storyline is well paced  could have been shorter tho  the action was so cool  especially the Malta parts  However I do think the movie was suffocating itself with so many characters and dialogues,Notr
This film comes with an interesting take on the humansmartphone interaction It profoundly personifies all the emojis There isnt a dull moment in this one till the end Excellent concept great movie,Negative
I love this movie The songs the dancing the creativity It brings the theatre to my living roomIt is disappointing to see the bad reviews and some of the actors bad mouthing the movie because of its reviews The reviews about the CGI and the fact they have normal hands make no senseIm not sure what they expectedpaws Which were not in the theatre productionIts a great portrayal of the theatrical show Watch with the mindset of going to the theatre rather than watching a film,Negative
Id have rather sat next to someone who had no control of their bowels n farting for  hours then to have sat thru this horrid  strange  creepy  weird movie The music was hands down freakin aweful and painful to endure  what a steaming pile of dookie,Negative
Now where have we heard this before Why is it the Hollywood trend appears to be finding the balance of the better the special effects the sillier the storyThis one takes the biscuit Throw in the compulsory wonderful genius blm advert characters to even further break down the fourth wall and basically its only worth watching for the albeit impressive effects so bring your eyeballs but leave your brains at homeWas nice to wear the D specs again although nothing really jumped out at me,Notr
Its by far better than the first hrs felt like hrs of the avengers endgame Which was really slow and boring Great performance by Jared Leto Not too impressed by Matt Smiths performance to be honest Very enjoyable Im beginning to think that alot of critics are paid by Disney to give their own produced shows and movies great reviews Even when theyre terrible But those same critics give shows and films bad reviews that dont deserve it Like halo and morbius I for one am glad I went to the cinema to see it Unlike endgame hrs Ill never get back In short Dont go by dodgy critic reviews If you like the trailer and the synopsis sounds interesting Watch it Make your own mind up Dont be a sheep Following the heard,Notr
Nowhere Near as bad as most people are saying it isJared Leto puts in a Solid Performance Matt Smith is absolutely Great in thisAdria Arjona Is so Hot Oh Boy The  police officers were funny at times Holy Water Some of the Special effects looked AwesomeShould of expanded on the story more thoughThe Nobel Prize scene shows you that they could of added more here and there to this storyHowever This Movie does supply you with enough to leave you wanting more Will be definitely looking out for the SequelThe Pacing was absolutely Perfect,Notr
This was the laziest way to end the Jurassic World trilogy such sad and poor writing Nothing wrong with the acting obviously when someone cant act in big budget film  its noticeable Just a lousy way to end the franchise,Notr
First of all an eighth of the movie comprises of flashbacks from previous  which could have been easily replaced better content Keanus own acting of being seemingly confused the entire time seems almost real as to why the heck am I in this movie in the first placeYou watch the movie and if you have seen the previous  you would miss the precision and sleekness which was in them in this movie The matrix program itself feels too real instead of reminding us that it is in fact a virtual reality systemThis movie should have focused on passing the baton from Keanu to some a new protagonist so as to pave way for more sequels A resurrection no one wished for,Notr
From the starting till the end it was dream and dream At the ending for sure everyone will sit breathlessly and ask himself How a movie can be this good,Positive
I have no idea where to start Bad script bad acting bad direction BAD special effects original was better It was like watching an episode of Scooby Doo where they battle dinosaursbut not  hours long Justdont bother,Notr
This movie never gets old Of Christopher Nolans movies it is the one i have watched the most outside of The Dark Knight This really feels like a movie that only he could make A mind bogling mix of ideas and creativity as the concept of dreams are told to the viewer in a way so that it never becomes too much This is one of those movies that hooks you from beginning to endThe plot is engaging and you never know what to expect as the movie builds up and becomes more and more intense and thrilling This is also a journey of guilt confronting yourselves and learning to move on Directing is amazing with some truelly iconic scenes such as the hallway fight which is expertly made and filmed Soundtrack is equally great and iconicGreat actors who all does a great job Lots of talent The ending still remains one of my favorite movie endings of all time This is a once in a lifetime experience that you dont wanna miss,Positive
Shawshank Redemption is without a doubt the most uplifting and touching film I have ever seen It is the only movie Ive seen that has made tears of happiness come to my eyes I would and do recommend this film to anyone and everyone,Positive
Funny kids movie got plenty of chuckles from me good idea for a movie that was executed well Just as good as any animated movie out there tbh,Negative
Absolute garbage If you cant sleep and pills dont help just turn on this movie and you will fall asleep within minutes ABSOLUTE GARBAGE Even venom is better,Notr
But Why such bad reviews I expected to hate this but I found it entrancing and trippy I couldnt stop watching the ears and tails I fully understand why people might hate it but for me it was just plain weird strange and oddly enjoyable dont be put off and give it a go I guess its the marmite of films but I love marmite,Negative
Admittedly everybody walks out of a cinema and the endorphins in your brain will be telling you That was the coolest flipping movie I ever sawThe Dark Knight is simply a masterpiece It builds itself up so many times only to turn around and take you in another direction Heath Ledgers much hyped performance lived up to all expectations being both chilling yet horrifyingly captivating Where I live in Australia was lucky enough to be one of the first showings in the world and I feel that many of the patrons in our cinema were there solely to see our lost son in his final performance and it is a great lasting memory for us to be left with The only minor qualm that I may have with this film is that the final cut is more about Heath Ledger than it is about the films star Christian Bale had noticeably less screen time than Ledger why this is I am not sure The performance of the cast is as you would expect from the stunning ensemble cast is remarkable Old hands Michael Caine Gary Oldman and Morgan Freeman bring the prestige and grace to the screen while the new kids on the block Gyllenhaal Bale and the outstanding Aaron Eckhart truly knock it out of the parkIf you miss out on this film you truly are missing out it is a modern classic Believe the hype,Positive
The Emoji Movie is not good Lets get that right out of the way But I think its notable for paving the way for a much more beloved recent film Ralph Breaks the Internet The plot and tone of each film is incredibly similar but the latter had the Disney princesses wearing sweatpants so everyone thought that was good and this was really bad In reality both films are scrounging at the bottom of the barrel as far as kids flicks go I cant totally pan either one because they unfortunately both kept my daughters attention to varying degrees The bar is low Sorry sweatpants princesses Ideally one would stay away from both of these on the general principle that theyapart from trying to ruin your brain with their maddeningly fastpaced contentthey fall prey to being straightup proconsumerist garbage The Emoji Movie is honestly probably more annoying than WreckIt Ralph  but because its premise is by default more original I would give it the slight nod as far as my recommendations go,Negative
I am so pleased to see the high rating this movie has received Many people I know have never heard of it but when I tell them about it and they rent it they are converted Compared to so many recent movies that are eyecandy this film delivers the true meaning of friendship and focuses on this aspect instead of flasy cars lasers dumb plots and high paid actors bloated with self confidenceAnother movie along the same line is Spitfire Grill Rent it and you will probably enjoy it as much,Positive
Sorry folks but this movie is a C movie and not an A I cant believe that people like this movie so much Yes I am biased I really dont like Tim Robbins but he has made a decent movie or two but this aint one of them This is your basic prison movie What can I say it has the host of usual characters  The storyline is basic the outcome I wont say but it is just stupid to say that this is a great movie I didnt think it was realistic at all and anybody who falls for this crap is either delusional or needs some brains to differentiate between an Edsel and a Lamborghini I wouldnt watch this movie again unless I was paid to do so One viewing is enough for this predictable laugher,Positive
