Reviews,Mood
I just finished my review of The Invisible so i thought yeah i should review this tooWhy is it so hard to adapt something to a movie There ARE exceptions a recent case being Sonic the Hedgehog but others like the  Mario film or The Hunger Games just end up being thrashed for often good reasons Dragonball Evolution is not only the worst movie adaptation ever conceived but one of the worst movies of ALL TIME In the history of cinema Granted i never watched the anime but do i really need to see the source material to tell you how bad it is What makes this horrendous is Justin Chatwin He cant act in this It really makes Robbies mysterious reveal at the end of War of the Worlds seem more logical than HOW IN THE H CAN YOU NOT SAY A LINE LIKE YOU MEAN IT AND you dragged Emmy Rossum an actress from decent films like The Day After Tomorrow into this How can anybody sign on to a movie like this There are times DBE tries way too hard and times where it doesnt try at all,Negative
Why use white actors for a Asian role Jesus wasnt white either Hollywood and fake news white washing at it bestTo make a review you apparently have to use  letters So here is how you make a peanutbutter sandwichCollect all of your ingredients needed for this sandwich Youre going to want Peanut butter crunchy or smooth your choice we used crunchy Jelly flavor of your choice we used grape Sandwich bread white or wheat we used white Plates to eat the sandwich on Butter knifeOptional items Disposable gloves Tablespoon for measurementHope you enjoy,Negative
Lets understand most people going to this movie grew up watching Dragon Ball ZXTABCXP or whatever Most followed Dragon Ball and Dragon Ball Z and loved the characters from Goku to Yamcha Krillen was missingI thought the movie followed the story line as best as nonanimated characters can It is a movie people I loved all the characters the plot Although known and the settings OK the Dragon could have been better and Piccolo was mucked Does look like a Buffy vampire and a few more let me say Directors vision issues But I loved the movieAnyone who followed the animation should like the movie NOTE The marketing team is doing a horrible job promoting the movie on television Say what it is not the garbage I saw on TV The bad promotion made me take time out of my day to see the movie before I start reading the bad reviews from people who obviously did not see the movie,Negative
Awful but im giving it a  because it was not as bad as street fighter the legend of chun li There is no doubt about it this movie sucked but it is so bad its good If you want to enjoy the movie do not think of it as a DBZ movie make believe this movie has nothing to do with Dragon B all Z and only then would you enjoy itWatching this movie with high expectations is the worst thing to can do The only thing this movie has in common with DBZ is the names they use in the movie so dont expected anything you were use to seeing in the cartoon show In conclusion the movie was not that bad when you dont think of it as a DBZ movie but more of a normal action movie,Negative
Full disclosure Im not a fan of the comics or cartoon its seems like a serial in which you need to know all of it to enjoy any of it Much like the one episode of the cartoon I tried to watch with this movie I didnt know if I should take none of it seriously since it feels silly or all of it seriously since the world is at stake The logic is very farfetched and its hard to know when youre supposed to turn your brain off or pay attention to what youre watching so I was lost a few times Overall though I could see this fitting into the movie rotation of a yearold boy However its far too generic derivative and homogenized to be enjoyable to anyone else especially fans of the source material,Negative
Is a clear example of what happens when a project without ideas a lot of money is put For someone who watched the anime is insulting what they did with the story until the time comes that it is impossible finish the movie For those who have not seen the anime is a remix of teen movie ill conceived adventure heroes and villains unconvincing underdeveloped A watchable movie for children under  but if necessary it is better to make them see the original anime before this shame I could write endless tube faults the movie not only in history thats the worst that can happen to a fan of Dragon Ball but the script also poorly developed the actions run down and address unintelligible but it would be a waste of time It is best to pretend that the movie never existed,Negative
Its a feelgood movie maybe not spot on like the original Dragon Ball Z that I grew up with but its worth the watch Goku is portrayed as he should clever witty humble and humorous The fight scenes are more realistic to the eyes rather than being fully edited with CGI and special effects The storyline and character development is wellpaced The only thing that was unsettling is the fact that Bulma looked exactly like Arianna Grande Overall Dragon Ball Evolution is humorous diverse and an enjoyable film in our modern times,Negative
I knew this movie was gonna suck the moment i saw Goku played by the whitest guy in existence However I watched it later on an airplane cause it was free and i had nothing else to do They pretty much ruined the whole series Why they tried to make it modern with Goku being some nerd in high school I will never know I thought some parts of the movie were pretty hilarious because of how poorly this movie was made The only thing I actually like about the movie was Jamie Chung chi chi because shes pretty cute Other than that this is a garbage movie and I pray to god that there is never a sequel to this piece of trash,Negative
The Dragonball series had sooooo much potential to be an excellent live action franchise The series has a loyal fan base and the action of DB would appeal to any movie lover but in order for this to happen the franchise must be handled by people who know what the HELL DRAGONBALL was about This garbage isnt Dragonball this movie is more closer to High School musical than it is to DB You can tell the writers of this crap werent fans of the series because the only similarities between DB and this movie is the Title and some Character names I am not going to place the blame on the actors because it isnt their fault that the writing and casting sucked How are going to have a white Goku Thats like having a Japanese SupermanIt doesnt make senseBut yea dont waste you time with this one,Negative
The movie its really bad the idea was good Its a shame of all Dragon ball Z fans It would be so nice if someone make a proper movie of Dragon Ball Z with effects of Man of SteelAvengersThe Last AirbenderMatrixLord of the Ringsetc it shouldnt be that hard since every decent action movie has acceptable effects its not even possible to take this movie serious I guess all the fans of the Dragon ball Z saga will have a long wait for someone to make a decent movie its the kind of movies its not even worth the time to watch online or something maybe only for support issues Ive watched on cinema and was really a waste,Negative
This movie was actually pretty good a lot better than I was lead to believe by the reviews on this site and others across the net I will admit it could have definitely been betterA few details didnt line up with the original dragon ball anime but there were a lot of things that hearken back to its origins which as a fan of the anime I appreciated One must keep in mind that this movie is based on dragonball not dragonball z I feel that the movie main story is very similar to the original story without just flat out reproducing it And the effects are astoundingThe one major problem I have with it is that the fight scenes arent long enough I say that if your a dragon ball fan you should see the movie and look forward to the sequels which are rumored to already be green lit,Negative
Jesus Christ this was horrible Id rather watch  Death Note than this pile of ,Negative
Do NOT watch this terrible terrible terrible movie The story is poorly told and the acting is even worse I want my time back Who ever came up with screenplay surely never saw ONE episode of the original anime,Negative
I dont know why all this hates floating around for this movie but the thing is pure win Start to finish it captures the essence of the Anime and the emotions I felt when I first watched it like  years ago I felt like a yearold watching Dragonball Z all over again They took all the goofy fighting goofy animation epic plot lines crazy characters and condensed them amazingly from what would have probably been like a million DBZ episodes to a minute film They even had a minutelong charge sceneSeriously dont listen to all the crap on here Go watch this movie and try to be a kid again,Negative
OK so the Movie wasnt great but it wasnt that bad I am a huge Dragon Ball Dragonball Z and Dragonball GT fan I own and have watched every episode I think that you first have to realize that this is a Dragon Ball movie not a Dragonball Z movie Yes its not exactly like the anime but did you really expect it to be First there is no way the live action characters will look exactly like the anime they are real people not cartoons Also as for the fighting have any of you actually watched Dragon Ball it was very comedic in its fighting especially early on in the series Dragon Ball was a long series and they tried to cram it into a single movie There were some missing components in the movie and some changes I think overall it wasnt that bad I know I will buy it when it comes out on DVD Also if they make a sequel I will watch it,Negative
This movie is nothing in comparison to the original Dragon ballDBZ anime if they made a movie out of dbz properly that would be sooo awesome But this one sadly was just awful Piccolo was not like Piccolo the dragon balls werent made that way everything about each character was wrong Goku is much different The feel of the anime is what gives Dragon Ball z that unique touch but I guess well never have that technology to be able to make a good enough movie out of it And they probably think there arent enough fans I think differently as I see how there are  million people who like the facebook page that alone is a lot for a Facebook page and then the word spreads about how good it is and the advertisement should draw people to see it as the tech should be insane as the fights are just Awesome,Negative
I can honestly say this movie made me appreciate the manga I love it but only got into it to impress a boy in my teen years Seeing this god awful movie which I knew would be bad who DIDNT know I want to go back and read the entire series just to wash it out of my brain It feels like they pushed and pushed this movie back and like a school child who doesnt want to flunk by not turning in their project they just threw together something and threw it out there hoping for participation points They encompassed so much into the one movie that they had to leave out all the characters How can you create Goku with no tail and a liking for girls As my husband said Goku thought marriage was something to eat They wanted this movie to appeal to the consumer like every romantic comedy Disney channel production that is processed in Hollywood God Bless the manga,Negative
"Normally I break down my reviews into good and bad sections So lets start with the goodGood
Short runtime  minutes This film respects your time and wraps up its awfulness in relatively short orderBad
Acting The Goku actor feel pulled out of a bad CW high school drama None of the actors feel engaged or like they want to be involved with this messScript Truly awful writing muddled concept doesnt have any idea at all what its even trying to say or doHigh School drama Why is an anime about otherworld martial artists posing as a high school drama movie in the first placeAction  Terrible martial arts terrible CG power effectsIts trying to play itself so seriously as well that you cant even say its a fun romp  camp type movie it just doesnt workI cant even speak to the lore  accuracy as I wasnt a huge dragonball fan going in though I have it on good authority that the accuracy is on par with the rest of the awful qualities of the film",Negative
It would take too long to write My review is too short,Negative
I knew it would be bad so I didnt have any expectations you could say I watched it just for the heck of itand I still regret it so much Dear God it was like watching Power Rangers shooting magic Everything was bad the acting was bad the special effects were bad the storyline was bad for goodness sake it was so bad I couldnt even laugh at it Even if you try to watch it as completely unrelated to the mangaanime its still utter crapI realize that recreating a story from s isnt easy but I just cant understand why they had to make it even more cornyand if youre trying to make it more realistic you should stick to it to the end,Negative
Its a master piece The special effect of the plot the charcters omg this Is the Best movie in the wooooooooorld i think the internet dont apreciate this movie but if you look the new Dragon Ball series and movies you Will check that thats a really good movie the only think that you say wow this Is really strange its picolo design but well you can ignore that because its a great villain with purpose and its not a cat with op Powers AND the fact woho was film un Mxico only says that its a world film AND better that Mxico series sorry but this Is the movie who you really nees to see its a master piece,Negative
This movie is garbage horrible nothing like the anime,Negative
 Dear Dragonball Evolution Why did Goku charge when using the Kamehameha Why wasnt a massive crater were the blast left Why didnt the Dragon speak when the wish was about to be made Why was Goku in highschool Gohan went to highschool not Goku Why did Goku act like he was in pain when he fell against a wall Why was Goku so slow Why did Goku turn into an zaru at an Eclipse And without a tail He can only turn into an zaru if he has a tail or if he is in Super Sayian  Why was Piccolo lying in bed being attended by a Human When he can regenerate a limb in a minute Why did he refer to Goku as a Human Why was he dancing to use the Kamehameha Why did a Kamehameha restore life to Goku Why was he almost killed with one gun shot When he was killing dinosaurs when he was a kid Why did you call it Dragonball when in Dragonball he is a kid Why did you not make Bulmas hair completely blue Why has your director sponsors entire crew and cast not been killed yet,Negative
Oh my god it was really bad it was so bad that is so good I watch it always before,Negative
I dont like DBZ at all so when I was on a  hour plane ride to Greece I thought I could enjoy this as a dumb action movie I was wrong I couldnt get through  minutes of this garbage fire I even tried watching it with the volume off so I can ignore the horrible dialogue but I still couldnt get throught it No joke I just decided to stare at a black screen for about a half hour until I fell asleep on the plane,Negative
"Dragonball Evolution is a comical movie Surprisingly it made me laugh a lot The acting was alright and the story was so messy A lot of the time I was completely confused at what was happening Plus I was not expecting to see Emmy Rossum The only thing that kept me watching was the action It was so amazing I loved the fight scene with Jamie Chung and herself It was choreographed really well Yet this movie in no way reminds me of Dragonball I have never watched it but Ive seen pictures and some videos
If the story wasnt so sloppy this movie couldve been great",Negative
Dont expect the live action movie to live up to the cartoon,Negative
Absolutely terrible if i could chose one movie to wipe off the face of the earth it would be this piece of you get the point Anybody and i mean ANYBODY who appreciated dragon ball despises this movie and for good reason too its terrible The characters are not anything like the show vital things about everyone were changed AND BULMAS HAIR WASNT EVEN BLUE Even if you have never seen an episode of dragon ball z this movie would still be the worst one youd ever see The director was an absolute idiot and this piece of crap has forever scarred the name of Dragon Ball Our fan base has a saying nowadays A true DB fan respects ALL of the series but still hates Dragon Ball Evolution with a passion Do Not Watch This Movie,Negative
I cannot believe that anyone who was involved with this movie has ever even seen the entire Dragonball series First of all why is Goku some white kid with gelled hair They couldnt find anyone that fit that part better really and second I would really like to know why they completely ruined the plot Why did Master Roshi live in the middle of the city why did Bulma not have all blue hair why was Yamcha not afraid of woman why why why did they make this movie there are so many things that they completely ignored that could have been so easily fixed There was no need to change the storyline that much that is why we all loved it in the first place the original effing storyline I am so angry that this movie even exists I think they should release a personal apology to all the fans of the original anime I could have written a better screenplay in my sleep,Negative
First ever review and I waste it on the worst movie Hollywood ever producedThanks for the honourIf I could rate this movie a zero I would have done that but unfortunately IMDB is too kind and do not allow  ratingsIve seen over  movies and this is by far the worstChallenge me,Negative
The music was good and I enjoyed the eye candy But this wasnt DBZ Instead of calling it Dragonball Evolution They could have removed all Dragonball references and named it something else,Negative
To me personally Dragon Ball Evolution was a pretty fine movie despite its flaws if taking it as a standalone movie based on Dragon ball concept characters and elements Due to backlash it received we end up missing out on more DB live action movies for better or worse Some major influencers set the pace  trend of hating it usually under pressure of and to appease loud  proud haters and other people followed just hating it for the sake of hating it like NPC sheeps one after another It wasnt widely hated when it first came out but haters won eventually and shaped the opinions of everyone else,Negative
Here is the original I mean really people the original wasnt all that great httpwwwonemangacomDragonBall It was the fact that it was in your own personal world that you opened up to it in the first place In all honesty the last movie i saw was twilight So with that in mind the acting was great Hollywood actors usually dont get into there powers in these types of movies Although Piccollo did look a little funny but he was borderline The tone was silly and mischievous the same as dragonball If you didnt like it than go read a few chapters of the one above and write a review on that,Negative
The  movies is destroy the childhood of those fans The main characters like ChiChi or Goku its made like just for training the cgi is one biggest problem before Cats the acting and direction kinda like destroy the experience of Dragonball original The story just made more dull and It Hard to mixture all the scene,Negative
I remember seeing this as a kid and I can see issues with the movie before even knowing what it is Im a fan of Dragonball Z probably my number  favorite anime show of all time Year pass and I came to the realization that this so called adaptation film is a piece of utter garbage Heck maybe worst than The Last Airbender at least that film has a simple story from the cartoon series The action is terrible the visual effects is blend as hell the only good character in that movie was Master Roshi everything else is a clich executed horribly If The Last Airbender was the cake this movie is the cherry on top,Negative
Insulting piece of garbage Only simularity between this movie and the true dragon ball series are the names and nothing else,Negative
I think the movie was both good and badI agree that the storyline shouldnt have been changedI know that its very extremely long but the anime has lots of plots that did not affect that much the evolution of the story till the point he fought PiccoloThat part could have been made maybe into the first ten minutes showing more scenes but with connections between themUnfortunately there were too many American aspects to a movie adaptation of an animeI consider that the movie would have done great if we could have seen the cartoon scenes recreated with state of the art visual effectsFor those who didnt watch the anime i can say that its not a bad movieThe storyline is solid but dont believe what you seeIn the Dragonball universethings happen differently better original,Negative
This movie has got to be one of the best adaptations of an anime ever OK so Justin isnt that great of an actor he still succeeds as a teenage Goku and his hair is fine Imagine an actor wearing a giant spiky mess of hair it just would look too goofy Im glad with the way they went with it Bulma was definitely bulma ChiChi was a little off missing her anger issues and Yamcha was kind of lame But Roshi was the Roshi we all remember minus being balled If you nitpick this movie then yes you will be angry but if you look at the movie from a technical side compared to other anime movies this owns I recommend seeing it and I cannot wait for DBZ,Negative
First of all This movie was made for fans of the series so if you arent one then obviously youre not going to enjoy this fairly campy adaption of an old anime series If we all remember that this movie IS indeed a kids film then you should obviously not expect great cinema but innocent fun which is exactly what the film isThe violence is fairly mild but very well choreographed the effects are subpar and the acting is laughable but I didnt mind all of that because this was a new interpretation of a series that I loved as a kid and all the core ideas and themes from the show are still hereIf you can suspend your disbelief and forget about certain large plot holes youll have a lot of fun with this movie If you cant do that then dont bother because make no mistake this is FAR from a good film,Negative
This movie is fking trash It took one of the greatest anime series and straight up butchered itIve seen porn with better acting Nothing was anime accurate it felt like the writers smoked some crack did some molly and jerked eachother off while writing this scriptIf you want to suffer watch it If you love yourself do literally anything else,Negative
can not call themselves dragon ball fans cause if u paid any attention akira had say in this movie and he said it was his new imagining so get over it cause it was a great movie and i hope they do make more ill watch em and buy them all to add to all my db dbz and dbgt dvds so everyone needs to stop being so critical about it cause your never going to get a perfect adaptation of any game movie or book so accept it as it is go in seeing it as a new beginning to a wonderful series and enjoy it and i bet you will see it for the great movie it is then what you think it should be if you want your movie buy a video camera and try making one better then this movie,Negative
"This movie is great probably the best movie Ive ever seen
It has amazing characters
The story is being any other movie and its completely accurate to the original series
It has amazing action and the way the make the characters look is wow
This is the best movie ever
Is what you thought I wouldnt say so oof go oof yourselves",Negative
Well I understand it doesnt have amazing graphic and etc but contentyes Ive watched original dragonball series and loved them was kind of interesting Im not sure why it has such low rating on imdb its not a masterpiece but it really deserves more,Negative
I saw this at the first showing and bought the Bluray the day it was released I dont know why everyone is so afraid of change It was a great movie the acting was good the effects were great the costumes were amazing and the changes were enough to make the story interesting to someone whos read the manga and seen the anime like me A direct adaption would have been boring This version changed stuff around and made it work While its true it could have used a few more characters from the original stuff that still seems like a fairly minor complaint as more characters would just mean theyd have to introduce them which would bog down the movie And to the people who complain about hair color what works in animation doesnt always work in live action and thats a REALLY minor thing to complain about,Negative
Dragon ball evolution do all the things that dragon ball to Dragon ball super cant do it has better soundtrackmusic and the best animation in the powers i think this movie deserve mores than a  instead this should be a  a truly masterpiece,Negative
Dragonball is a great adaptation to a great anime series Im a true fan of the show and I absolutely loved this film I really liked how the characters were portrayed Goku was great he plays a high schooler with chi chi Throughout the entire film they both have a love connection between each other My favorite character was Piccolo The actor portraying him did a great job Bulma plays a tough fearless character really well too Yamcha was good master Roshi was great and so was Gohan The story is basic Goku comes home only to find that his grandpa was killed Goku then realises he must collect all  dragonballs before the eclipse But in order to do that he must defeat Oozaru and then defeat Piccolo The effects were really good the acting is phenomenal the story was great and the character development was really good I hope we will see a sequel I highly recommend this to die hard dragonball fansYou have the power levels of a Boy Scout troop Freiza,Negative
All around I found it to be a Really Creative and Clever take on the story and even an improvement in a few aspects like joining Martian and Piccolo into one characterI would have changed a few things though  the ending a tiny bit to make it more similar to DB I would have had them revive a dead Yamcha instead for example and not have the flying Goku by the end but a powerful well rooted KameHameHa instead  the whole concept of having Goku be the old minion of Piccolo makes no sense at all it would make Goku older than  year old and Gokus grandfather too It would have been better to have Piccolo explain that his old minion died but that Goku seems to be the same kind of monstrosity so that hell become the new minion of PiccoloI really enjoyed it anyway,Negative
First of all not as bad as I thought it would be I actually waited an entire year before finally watching it I am a huge fan of dragonball and dragonball Z and from beginning to end of this movie it brought me back to the original characters and series that I loved I wish it had more fight scenes with powers but they did a good job putting everything together Also the plot followed the series well with only a few minor changes Overall this movie was highly enjoyable and I look forward to a possible sequel You can tell the director really watched the show and enjoyed it each character in the movie have the same essence as the cartoon characters,Negative
I saw a trailer of this film and i thought it looked brilliant and when i watched it it was brilliant it was full of action from start to end and i think the actors portrayed the characters very well If anyone says this film is crap they have no sense I dont see why people have to be so picky with how the characters look This is supposed to be a bit different and it is and it does it well I also thought the special effects were awesome It really is a great adaptation of the manga series I cant wait for the sequel to this film It will be brilliant My mum also enjoyed the film as much as i did Some people can be hard to please,Negative
I enjoyed watching this film saw it at the cinema  times and got it on DVD and still watch it now yer it isnt as great as manga but be realistic people there is no technology on earth that could simulate that sort image I think that did good with this film and i hope they bring out a squeal cause i will be going to the cinema to see it and get it on DVD as I enjoy these sort of movies and the first one was not disappointing in my eyes all you manga fans have to put that aside when you was the actual movie anyway enough please bring out a number  as im a big dbz fan which I heard they were making squeal but I have searched and searched and found nothing to confirm this ,Negative
Dragonball Evolution  Am I horrified when it comes to this film I think not But what I am horrified about are all of the socalled Dragonball fans who are talking like idiots about a film that is exceptionally great Do you know how stupid you sound when you post something like Bulma would have been better if her hair were blue or Justin Chatwin is going to suck as Goku because he doesnt look like himYeah okay  He doesnt look like an animated character Dont be stupid You all are finding the dumbest reasons to hate this title Its either because   This movie didnt follow closely to the original storyline  Characters didnt look EXACTLY LIKE the originals  Some scene had bad special effects You have to give an amount of Leeway for this film  as like other films none are perfectI find the actors performances were at their best and the action scenes were awesome I and other Dragonball fans enjoyed the efforts of the films creatorsstaff Yeah the movie had its faults  but for the most part this flic is a blast,Negative
I had seen the trailers and was not impressed and only went to see it because James Marsters was Piccolo and surprise surprise I LOVED the movie Going to go see it again and have preordered the DVD I had seen some of the TV series but on the big screen with real actors was awesome Dont follow the sheep that were bad mouthing this movie before it ever came out go see it and form your own opinion it has lots of action never bogs down and the story moves quickly James is excellent as Piccolo of course being a big fan of his I would have like to see more of him but he is all the way through the movie in fact all the actors gave top notch performances James IS Piccolo just like he is Spike he has made this character his and what fun that is,Negative
OK I get itThe guy who plays Goku isnt Japanese And the girl who plays Bulma doesnt have blue hair And the guy who plays Yamcha has a dye job And theres no Krillin And Gokus not a kid And Piccolo doesnt have his green antennae And theyre in high school And Roshi isnt a creepy perv But heres the thing CALM DOWNDragonball  the series is incredible not to mention complex And a cartoon To make a movie out of it they had to trim some stuffSo Dragonball Evolution isnt a perfect replica of the series But it does its best to stay true to the material and the charactersIf youre looking for the exact spoton down to the last detail movie about young Goku and his search for the dragonballs  youll be disappointedBut if you want to sit back relax and open your mind to this interpretation I think youll find it enjoyable,Negative
Oh my goodness I could not believe my luck when I saw they were making this movie I nearly wet myself I have followed this series since day one and I am a die hard Otaku It was so like the anime Word from word in some parts The likeness of the characters were spot on I would recommend this for generations to come as a overall animereality classic Its even better than the anime I dont want to tell you anything about the movie but I believe me me and all my ho mies loved it Goku is super hot  Just like the cartoon I loved the love story they incorportated into it It made me misty eyed MUST GO SEE IT  stars,Negative
The movie is so cursed that it made Akira start writing again good jobOk but also the movie is a lot of misinformation in one single place with all the confusion it can physically contain BUT if you consider this movie a big parody it is kind of funny in a twisted way almost like a trash comedy filmSo yeah as a Dragon Ball fan I cannot give it a low rating because it made Akira literally pick up the series not even kidding and also as an anime fan in general this really made producers think twice before picking up an anime to adapt into live action later movies still made some mistakes but they are still an EVOLUTION from this,Negative
"Imagine a completely Mediterraneanwinning genetic high school drama movie before the second half wizard introduces
And this movie is called Harry Potter Evolution that would not be the worst movie in the world but the biggest disappointment in the world
The people who know the book feel kicked and sad because they do not get what they expected
And the people who just wanted to watch a cool movie feel betrayed and bored because they did not get what they expected
This movie is by far the worst thing Americans have done to Japanese culture in this century",Negative
Well what is done is done Im fans of dragonballs series since I was a kid Ive followed the stories from comics to animewhen I saw this Evolution rumors its just like a dream come true for me after long waiting finally Hollywood make it into a big screen movie and then couple of month later woalah the movie is playI watch this with my other dragonball addicted friends after we saw middle of the movie we decide to get out from theater without finishing watch the movie and we playing PSone dragonball game instead that thing makes us forget for a moment weve been disappointed by dragonball Evolution We hope there is another big screen of dragonball and we hope the other time is we watch it we all dragonball fans can have a nice dream in bed and not a nightmare thank youthank you thank youThank you to a new TV series of dragonball named DragonBall KAI that remastered version is PERFECT so we also can forgot the Evolution Phew what a relief,Negative
I would rather let someone curry fart in my face than watch this abysmal pice of trash ever again,Negative
"I regret wanting to watch this movie when I was younger Since I watched it more I came to conlusion that this movie is corny in many ways
 Goku being an angsty teen is unfitting and this would fit Gohan more Minust angsty part Special effects are awful
 Voice acting is boring Writing in general gives me gonorrheaJust watching the rest of the movie feels like MKUltra psyop done by people who want to experiment on others to see their breaking pointIf you want to check out Dragon Ball franchise just read mangas or watch animeAvoid this at any cost I am too bored to give this movie a rating",Negative
This film completely fails to understand what made Dragon Ball special in the first place The characters barely resemble their original versions the story is simplified to the point of being meaningless and the tone feels wrong from beginning to end Even if you forget that it is supposed to be an adaptation it still doesnt work as a fantasy or action movie The pacing is weak the fights are uninspired and nothing feels memorable Its not just a bad adaptation its a bad movie in general and a huge waste of a beloved franchise,Negative
I cant imagine how much the actors mustve been paid to have this in their resume From Swift to Elba JHud to Rebel Wilson Judy Dench even No amount of acting talent could save this sorry excuse for a selfindulgent furry fantasy,Negative
There is a wall in my house The wall is a simple wall eight feet tall and fifteen feet wide it sits in a corner in the basement It has been painted beige with a few coats to cover up the bumps and scratches from coats before Its got its idiosyncrasies the way the light jumps off the paint the not so even drywalling underneath Stare at it long enough and it begins to speak to you  or at least allow you to speak to it Maybe theres something to the wall  or maybe its just my romantic illusions of inspiration and contemplation that bring life to it My point is this  staring at that blank wall for two hours is far more inspiring interesting and enlightening than watching even just two minutes of the cinematic colonoscopy that is Cats A film so awful so ridiculous and so void of substance its very existence is an affront to musicals film and theatre Unless youre a fan of so bad its good cinema stay away This is a watershed moment in bad movie history,Negative
Sorry to pile on but in my  years I have never walked out of a movie until now We had high hopes we love musicals but good lord this was awful on every level,Negative
The most entertaining part of this entire movie was reading these hilariously bad reviews It was SO boring and hard to watch,Negative
In  years this film will have a weird cult following and an aged James Franco will make a meta film about it Until then it will remain universally regarded as an utter shambles,Negative
Honestly I wish I was joking Just everything was completely terrible James Corden was cripplingly awful but thats nothing particularly surprising Leaving the cinema Id felt as if my soul had been sucked dry Avoid at all cost,Negative
This film is truely a masterpeice in unintentional horror The effects are so special Im going to have nightmares for weeks to come Why they didnt just dress the actors in costumes and makeup I have no idea either the filmmakers are lazy  or someone wanted to push the boundries of visual effects Cats pushes those effects right off a cliff into the uncanny valley The design and look is freakin disgustingI never saw the stage musical so I didnt know what I was in for This movie that has no plot its just a bunch of random cats introducing themselves I tried to enjoy it as a sobaditsgood cringefest but the lack of plot and the terrible effects make it impossibleIf you cant even look at the screen without feeling annoyed  disgusted its impossible to enjoy it in anywayThanks Tom Hooper,Negative
Im not a praying man but I was praying so hard for this movie to end From the fist minute I knew this movie was going to be a disaster What a waste of talented actors,Negative
If I thought I had any will to live before this movie destroyed it I went home traumatized my beloved cat of  years was on my bed sleeping and I almost called the adoption center to put her up on their listing I didnt get rid of her but I can never look at her or other cats the same way againRating ,Negative
The most well thought out horror movies ever Youll never ever look at your cat the same again,Negative
Im probably going to get attacked for this but I didnt think the movie was that bad Yes the cats had human teeth but what do you expect when its a group of humans dressing up as cats The singing was great and the dancingchoreography was also phenomenal The cast and crew work really hard and hey if you hate it you hate it but Im just confused as to how the reviews are so awful,Negative
Iit justI cantII got nothingTheatre is theatre for a reason,Negative
This is what Dante saw in one of his dreams also this is traumatizing for children so if you are  or older go watch it,Negative
My body and soul was not ready for what I just witnessed,Negative
"Are we both having strokes
That was my girlfriends review
Still not sure but I think my brain weighs less now",Negative
"Not entirely sure what I just witnessed but man that wasweird
Went in hoping it was gonna be so bad it was good but alas it was so bad it was just plain awful Selfindulgent  oddly even the Alist cast seemed terrible Kids will love it no doubt grownups not so much",Negative
Do not watch this under any circumstances  this movie is a dangerous to your mental and physical health,Negative
Rise of the skywalker im the worst movie of Cats hold my coat,Negative
Not a lot more I can add to the reviews that have already been written The directors obviously thought that by throwing a load of A list actors at this it would somehow make up for its short comings James Corden was terrible as usual,Negative
Cats is incredibly surreal Its barely a movie I dont know what it isNow dont get me wrong it was hilarious The wonky facial expressions lingering songs and downright creepy mannerisms were quite the hoot Almost all of the audience was there to laugh at the movie For good reason There were two people in the theater who were taking it seriously a young couple on a date Oops thats a poor choice of movies but they turned around by the end of the film and started chucklingIts so strange how a piece of media like this can exist Despite how unwatchable it is the movie was weirdly hypnotizing Well I guess we are one with the jellicles now Whatever that means,Negative
"Hyped as the worst film of the decade so much that it didnt seem THAT bad while watching Kind of a reversal of hyping something as amazing only for it to be just okThe first few songs are quite unorganized and Rebel Wilsons song is disturbing at least to me
After Judy dench shows up it gets decently entertaining The dance number after that is good and the absolute showstopper was Skimbleshanks The Railway Cat Jennifer Hudson was Jennifer Hudson She was good If the first half was as organized and taken care of as the second half was it would be much better McKellen was very good as wellLook CATS is a hard show to even sell to a stage audience Its an acquired taste Its not for everyone Some parts cough Skimbleshanks were very well done while other parts sneeze Rebel Wilsons song were atrocious",Negative
"Im currently listening to the original sound track to try and cleanse myself of the film I just saw It was equal parts a bland tedious trudge to get through and a confusing horrifically misjudged spectacle of disaster The tone was all over the place James Corden got some laughs almost purely from the way he seemed to be embarrassed to be in the picture Jennifer Hudsons melodramatic hysterics were more cringe inducing than genuinely emotional Sweeping epic songs are visualised in the most bland and ugly way possible
I spent the whole film feeling frustrated at seeing a bunch of songs I like being butchered Constantly interrupting the flow of a song to simply say a line as opposed to singing it isnt edgy its just worse
The whole thing is so misguided that Im sure even the on set catering was mucked up somehow",Negative
As Phoebe said My eyes My eyes What have I just watched I wish I could get partial amnesia or something and forget this experience,Negative
Just try and make it through just the trailer Then think about how many people in the world could have been helped by that money Think about how many people may need therapy if they manage to sit through this feline disaster I always held Slime People as my nominee for worst film ever made budget was  in  but this has replaced it,Negative
I cannot even comprehend all the negative reviews The animatronics are great and the singing and acting are pretty good Cmon we pretty much all know the story and what to expect THiS IS CUTEIf you dont already know the story well then the movie wont make the actual musicalstory any betterIf youve seen the actual musical or several times like I have then this is a pretty good representation,Negative
I too was once innocent I lived in a pure bright world full of hope In my navety I said surely it isnt as bad as they say Never have I been more wrong in my now Godforsaken lifeI can only hope that whoever created this atrocious disease of a film enjoyed the copious amount of drugs they must have taken to decide this should have been made I would need even more than they were on to make it through the movie again without ending it all in the movie theatre with a plastic strawAlso we need to save Judi Dench from whoever has forced her to be in this cinematic representationr,Negative
