,Unnamed: 0,Reviews,Mood
996,996,"The Shawshank Redemption is the BEST movie of all time for many reasons. The first reason being that Morgan Freeman did his best acting job, and that is saying something. Freeman is the greatest actor of all time. Secondly, Tim Robbins gets so into his part you feel like the story is totally true and you are actually seeing it first hand. The supporting actors are wonderful as well. Enough about the acting which was second to none but the story was so compelling. The audience feels sympathy for the main character and wishes for him to be redeemed, in the end its just a feel good story. I cannot express this enough, GO WATCH THE MOVIE NOW! It is awesome and will never be topped.",Positive
997,997,"Amazing movie, that every film enthusiast should watch, beautifull story, characters, plot, cinematography, its an all around perfecvt movie the only downside that i can see is that they spend around 20 years in the prison and look the same throughout the whole movie, but that is just a very small detail that will not tkae you out of the movie and you can enjoyit ver nicely if you don't think about it. Morgan freeman portrays a very good side character as in red that is the figure of reason because andy is new in the prison and needs somebody with experience to guide him through his stay behind bars very good movie that everybody should watch regardless of everything this review means nothing is just had to fill 600 characters take care!",Positive
998,998,"I have written a few reviews on IMDb and Shawshank is one of my favorite movies of all time. I don't necessarily think this movie was a 10 but an easy 9 for me. I am giving it a 10 because of the negative reviews that I read with saying they gave this movie a 1 just because others had given it a 10. As far I'm concerned it's mine to give, if I want to to give every a movie a 10, (which by the way I don't). I am just sick of people telling me that a movie can't be great because it was story driven and not character driven, maybe I like story driven movies, I certainly liked this one. So here's another 10 for you movie snobs will have to eradicate.",Positive
999,999,"''The Shawshank Redemption'' is one of the best movies I have ever watched in my life. Tim Robbins is really a good actor and thanks to him this movie is such a success. Also Morgan Freeman is really brought me the story. The story is excellent,the time has just flew with this movie. This movie just gets better with every showing. There's no some special effects and that is just great-just men in prison uniforms talking to each other. Everyone must watch this movie.The Shawshank Redemption and To Kill a Mockingbird are the best movies I have ever seen. I do not judge it by it's technical merits - I don't really care about that. I have read that Citizen Kane or The Godfather or this or that movie is the best movie ever made. They may have the best technique or be the most influential motion pictures ever made, but not the best. The best movies are ones that touch the soul. It takes a movie like The Shawshank Redemption to touch the soul.",Positive
1000,1000,"An excellent movie that can surely move you a bit. It throws open the question that can we really have prisons which are redemption centers in the true sense. At the same time, it redefines the word criminal. Are the heinous acts committed by administrative authorities justifiable by any means. There should be a code of conduct for the authorities and a HOLY PRISON MAINTENANCE BIBLE if any reformation has to take place. The movie goes through several touching incidents and may bore you a bit if you rarely sees serious touching movies and are fans of slick sci-fi thrillers moving at extraordinary pace like Matrix etc. However the exceptional acting by lead stars particularly by Morgan Freeman and the picking up of the tempo in the second half will leave you gasping for more. After Citizen Kane, Casablanca & Godfather, it is another classic that will stay in the echelons of the movie rating lists for long. There are a few weak points though. There was insufficient attention given to some characters and movie portrays just one side of the whole story not remaining fair to the prison authorities. And finally if it was told in a non-linear tale then it would have been much more interesting",Positive
1001,1001,"I saw (once again) last night ""Shawshank Redemption"". If I have seen it once, I have seen it fifty times and never does it ever get tiring to me. Stephen King wrote a story which becomes one of the great classic movies of all time. ""Shawshank"" is a story of a wronged man who overcomes the injustices of life, love and prison to remain the true person he always was. Andy, although a solitary and enigmatic person, finds himself through an injustice which throws him into a quagmire of human refuse. In this refuse he finds a few pieces of humanity which lets him know there is hope. Red is one of those humans. Upon realizing that he is about to fall into the hell of prison obscurity, Andy releases himself and escapes from the injustice of his current ""human"" existence. I use the word EXISTENCE for the whole movie is a work of existential survival. This is a movie that NO ONE should miss.",Positive
1002,1002,"For it's subtlety, it's intelligence, and it's gorgeous cinematography (often overlooked in this film), this is one of the finest films ever made. Robbins and Freeman are brilliant. The rest of the cast flows through the storyline with a poise and cadence that is flawless. The story itself is based on a short work by Stephen King, but the screenplay is sculpted perfectly and gently into a full-length film by Frank Darabont. A powerful story of one man's journey through a punishment he did not deserve, and ""redemption"" of soul that lifts the hearts of viewers. It reminds us that ""hope is a good thing, maybe the best of things"". Gentle and supremely smart.",Positive
1003,1003,"Superb movie. Based on a Stephen King short story, the story of Andy Dufresne (played by Tim Robbins), sent to prison for murdering his wife and her lover. In prison he is befriended by ""Red"" Redding (Morgan Freeman) who helps him survive the harsh prison life.A beautiful, moving story. Characters are steadily and solidly developed, and you feel an empathy for the main characters. Direction by Frank Darabont is subtle, and perfect. Pacing is spot- on.Tim Robbins and Morgan Freeman are excellent in the lead roles. Freeman got a Best Actor Oscar nomination for his efforts.Well deserving of all the praise heaped upon it. Just a pity it didn't garner any Oscars, losing out, in the most part, to a far inferior movie, Forrest Gump.",Positive
1004,1004,"This is it, I have always been so careful on not getting carried away while watching great films and calling it the best. I am talking about the league of The Godfather, Casablanca, The Good The Bad & The Ugly and 12 Angry Men. So I always called each of them one of the best. I never believed THE BEST ever existed. It can't be, right? How can anything be the best or perfect. Definitely not perfect film. There's got to be something wrong somewhere I just need to look close enough.But I was wrong. Although I knew I was all the way. Right from the very first time I watched The Shawshank Redemption on HBO in 1997 (18 years ago) and I waited 18 years, 5 thorough viewings, 1 sceptical review before I wrote my final judgment of this film. This is the best film ever made. Spotless. True classic. And it was not even directed or acted by the legends we know today. Sure they are true legends. But what Frank Dorabont, Tim Robbins, Morgan Freeman & their amazing crew did is something extra special. They created the best work on cinema ever with almost none of those legends working on them. This film needs no further description. Ten out of ten in every department of film making. Full of incredible moments. Beauty, class and intellect in almost every scene. You do not need to know the No.1 film status on IMDb for over a decade to actually believe in the power of this genius work of art. This is the best, if there is one. This is the film that reaffirmed my faith in hope, human perseverance and friendship. I'm sure there are many who believe this isn't that great, but I am glad I think otherwise - and believe me, its a great feeling. Of having found the best film, being a huge film lover. 10/10 - the only time I ever did or would do this on IMDb or elsewhere.",Positive
1005,1005,"If there was such a thing as a perfect movie, this is it. Of course, for practical reasons, one cannot award a film ten stars out of ten, because of the endless stream of new work demanding scrutiny. I'd like also to start by quoting another well known film, which sums up my opinion nicely. 'In many ways, the work of a critic is easy- we risk very little, and thrive on negative criticism, which is amusing to write and to read. But the harsh truth of the matter is that the average piece of junk is probably more valuable than our criticism designating it so'. This could not be closer to the truth. When it comes down to the wire, critics risk everything in dishing out praise, for fear of being ridiculed themselves.There can be no such danger with The Shawshank Redemption. It is an eternal masterpiece, timeless and inspiring. I avoid being clichéd, when it is at all possible to do so, but The Shawshank Redemption is beautiful, masterfully acted, with just that right amount of tenderness. This is a tale of moral courage, and the everlasting fight for justice. As with other films of the genre, one can tell what will happen, of course, but when you watch this film, you will time and again be genuinely surprised, and maybe even shed a tear for the persistence and unquenchable thirst of the human spirit. One leaps for joy after watching this incredible film, at the knowledge that evil, in all senses of the word, can, and will never triumph.Turning an eye to the technical side of things, just for a moment, I can discern not one single badly executed shot. The Shawshank Redemption is well written, and, as I have said before, brilliantly acted. Characters that could be flat are all allowed to develop and flourish, and the film is even better for it. The film grabs our attention, right from the word go, with agitated shots of Andy looking like he IS going to kill his wife. And the soundtrack. Well, there isn't much to say; except that most of the music in this film is some of the most beautiful I have ever heard.This is a deeply satisfying, wonderful, brilliant, fantastic, soulful cinematic work. Watch it, if you haven't seen it, and if you have, you must agree that this excellent film will be an eternal classic. There are, of course, films that people will prefer, I myself am strongly attracted to Subway, a 1985 film by Luc Besson, but for pure facial and objective value, cinema does not get much better than this.",Positive
1006,1006,"Where to begin on how to comment on one of the most beautiful, haunting, tragic yet slightly comical films in creation? This film is absolutely groundbreaking and deserves its place amongst all the greats of Cinema History. Complete with an amazing cast, a wonderful soundtrack and a storyline that will leave you mesmerised for years after your first viewing, this film is truly incredible.The film focuses on a man called Andy Dufresne, an intelligent banker who is accused of murdering his wife and her lover, and is consequentially sentenced to two life sentences in Shawshank Prison. Andy soon befriends a man named Red, a man imprisoned for murder, and runs an underground syndicate to help his friends get a hold of things from outside prison.Andy manages to help the guards of Shawshank Prison with their personal financial problems using his knowledge as a Banker, and an unlikely 'friendship' emerges, and soon Prison life doesn't seem so bleak for Andy. As Andy's journey through his life sentence grows, so does his friendship with Red, and he soon discovers what effects the walls of Shawshank have on the people in the prison after a series of unexpected and tragic events.Andy's personality soon earns him new friends as he begins to change people, fundamentally, without knowing how, as he spreads new lessons, both comically and psychologically, and soon Andy turns into a much more intelligent man than we may have realised him to be at first.As time goes on, Andy resolves to make Shawshank Prison friendlier and he works relentlessly to improve life for the prisoners and for the guards. But, as he continues to work hard for the good of others, he begins to learn the shocking truths of what the true colours of the guards and the Warden of Shawshank are. Revelations all come to the fore when Andy discovers some information which may prove him to be the innocent guy he has always claimed to be, and Andy's life takes a serious turn, and the consequences are dire for everybody as Andy's decisions become more and more unpredictable.Based on a short book by Stephen King, this film has hardly any faults at all, and is full of beauty, tragedy and comedy, and has a haunting presence as Morgan Freeman gives what is possibly the best performance he has ever given, and Tim Robbins excels as the tormented Andy. But, what makes this film go down in history isn't just the amazing script and the wonderful acting, but the film contains one of the most beautiful Soundtracks I have ever known, written by Thomas Newman. Many of the tunes are simplistic, yet very memorable, and they all perfectly reflect the dilemmas and situations the characters of the film find themselves in.This film is not afraid to shock people with its subtle shifts in the personalities of characters, and how a situation of comedy and hope may suddenly change to a tragedy beyond what you may have originally expected. This film is a true classic. This is a work of art which is endlessly re-experiencable with painful pleasure.",Positive
1007,1007,"If you simply see this as a straightforward storytelling prison film, then it is excellent (10/10) because it truly gets you involved in its main character. It is an extremely enjoyable and compelling experience with a heartfelt and well-acted buddy-story at its core. It delicately--and sometimes brutally--juxtaposes Andy Dufresne's (Tim Robbins) good-natured character with the harshness of prison life, projecting so much heart in doing so.However delightful as it is, The Shawshank Redemption has no allegories and no statements to make and it brought nothing new to cinema in either style or substance. It had no revolutionary ideas or approaches - it's only a very safe buddy-story. A damn good one, but still just that. So it can impossibly be a film that will be remembered or studied, because what will it be remembered for? Friendship? Huh, neat. I therefore don't think it's entirely deserving of being considered the #2 greatest film of all time on IMDb.com.But moving on and looking past that, it is possibly one of my all-time favourite films for the feelings it leaves. Sure, it often jerks you for tears just a bit too purposely, but this is forgivable because emotion is crucial to a prison story. On top of that, it never falls prey to predictable sappiness - probably because of its content which is devoid of sentimental romance and instead fills you up with a tragic friendship. It is so well-sewn together by a feel-good narrative by Morgon Freeman that it is impossible not to enjoy this film.9/10",Positive
1008,1008,"I remember when i first saw this film. my friend kept telling me to watch it as he thought it was brilliant. well, all good things come to those who wait yes? i did something I had never done before or since: when i finished watching it i rewound it and watched it again straight after.It has a perfect cast, story and the best ending of any film i have ever seen.To sum up in one word: magical!",Positive
1009,1009,"I have literally just turned off the DVD player after watching this film for the very first (and last) time after so much hype I thought it was about time. I sat all the way through it and did enjoy it, but I really don't see what all the fuss is about. Yes it is a good film, yes it is a good plot. However I had guessed the outcome and a few bits within the film before the flashback at the end, and therefore for me there were no unexpected twists. I wasn't even moved at the end. In fact all in all I was a bit disappointed, as my friends who have seen it said that they had cried and it was such a brilliant film. Am I abnormal???????? I think the green mile was better and I did cry at the end of that. I'm sorry if I upset any of you who think it is the best film ever, but I don't.",Positive
1010,1010,"I quite like this film but it wouldn't make my top 100. The idea it's the greatest film in history is laughable.Of course the acting's terrific. Morgan Freeman and Tim Robbins are solid as ever, even if Bob Gunton and Clancy Brown (the Baddies) chew the scenery. And that's the problem - everything is so terribly black and white, with every character springing straight out of a three word summary. Our hero is Good But Flawed, Red is Good And Noble, the Warden is Just Plain Bad and his henchman is Reminiscent Of Another Film (okay, four words).I've never been inside a prison, but I can't believe all the prisoners would be so damn nice. There's the ""sisters"" - a bunch of horrid rapists, of course, but they're nothing a small plot contrivance can't eliminate. The ""sisters"" aside, there's nary a cross word from a prisoner in the whole film.Racism is also curiously absent. American prisons today are notorious hot-beds of racism. Martin Luther King's dream is bizarrely alive and well in Shawshank, where colour doesn't get a mention in twenty years of ""history"".This total lack of realism means it's not really a film about prison at all. And what kind of ""character"" film can be centred around someone who seems entirely flawless (other than perhaps in his choice of attorney).I can whinge about the mechanics of the film as well. Voiceover narration is irritating enough - but Red narrating events at which he was not present? Pur-lease. And that final scene - talk about a director who didn't know when to shout ""cut"". It didn't need much self control to stop at the point Red heads towards Mexico - films for grown-ups shouldn't need endings that resolve any uncertainty.Speaking of the director, isn't it odd how the maker of the ""Greatest film in the world ever"" is also credited for The Fan, Eraser, The Blob and The Fly II? It's as if Orson Welles directed ""Plan 9 from Outer Space"", or Francis Ford Copolla helmed ""Megaforce"".I don't mean to make this out to be a bad film - it's far from that. But anyone who rates it the greatest ever should try ""Godfather"", ""Goodfellas"", ""Citizen Kane"", ""Casablanca"" - something, anything that's not so *worthy*.",Positive
1011,1011,"Out of the fertile mind of American author Steven King, comes the incredible prison story called ""The Shawshank Redemption."" It is the story of a young banker named Andy Dufresne (Tim Robbins) who has been falsely convicted of murdering his wife and her lover. Sent to the notorious Shawshank, Dufresne, is subjected to the standard abuses every prisoner faces. During the ensuing years however, he is further subjected to additional punishment by the ""Sisters"" who enjoy torturing what they call 'fresh fish.' Still Andy tries to survive each day of his sentence as best he can. Being extremely agile at his banking craft, he overhears Captain Byron T. Hadley (Clancy Brown) complain of his personal financial problems. This single incident allows Andy to take advantage of his dire situation and become useful once again. Over the years, he becomes friends with fellow convict Ellis ""Red"" Redding who is adroitly played by veteran actor, Morgan Freeman. When warden Samuel Norton (Bob Gunton) learns of Dufresnes' financial ability, he immediately takes advantage of it. This arrangement presents many financial opportunities for the brutal warden and the meticulous and patience prisoner. Both can benefit from the outcome. The warden intends to retire richer and Hope is the only benefit Andy ascribes to. Be he has he has more talent than the warden suspects. With additional characters actors like William Sadler as Heywood, Gil Bellows as Tommy, Mark Rolston as Bogs and legendary James Whitmore who lends a superior performance as Brooks Hatlen, this film is destined as a classic for the enjoyment of every audience. ****",Positive
1012,1012,"Despair or determination; crying or fighting; obedience or inner freedom; resignation or patience; fear or hope...difficult choices in life make us all more powerful human beings. Experience makes us richer; hardship makes us stronger, friendship makes us better. Although we may be deprived of everything, only our own choices may truly deprive us of human dignity... These words ring the bell for the majority of people; yet, seldom do they appear so unique, so real and so concrete as in this wonderful film...Based on the novella by Stephen King RITA HAYWORTH AND SHAWSHANK REDEMPTION, the story appears to be unlike any other movie, unlike any other adaptation of Stephen King's stories onto screen, unlike most productions of the world cinema. Why? I think that every viewer has to answer this question oneself. What I am going to do in this review is not look at why it is so powerful, why it is so unique but rather focus on a certain aspect that, in a way, refers to this question. What absorbed me to the very core of my emotions and feelings is the main plot of Andy (Tim Robbins), the banker wrongfully convicted of murdering his wife and her lover and sentenced to Shawshank prison where brutality and wretchedness really reign. At the spot where for many people, life actually ends, for Andy a new tedious struggle begins. Quickly befriended by ""Red"" (Morgan Freeman), actually the narrator of the story, both soon prove that even in the worst circumstances, within the ""hell on earth"" they can maintain human dignity and strive on their own way to freedom...Here, let me refer to Roger Ebert's words who nicely described the character of Andy: he says that ""Andy turns out to be a surprise to everyone in Shawshank, because within him is such a powerful reservoir of determination and strength that nothing seems to break him."" Indeed, salvation lies within discipline for him...self-discipline...Except for some other plots, including the touching yet tragic story of Tommy Williams (Gil Bellows) and of the sympathetic librarian Brooks Hatlen (James Whitmore), it is Andy and Red who supply us with the most unforgettable moments in the movie. It is, as a matter of fact, the story of their friendship, their dreams expressed at the wall of despair. They maintain hope around themselves and within the viewers. Here, a very powerful aspect of Red is his narration...our thoughts are directed towards his thoughts, towards his reflections and his perception of the events, his - the prisoner's. Swear words take on power to convey meanings and harshness becomes reality. Here, it is important to mention the inevitable brutality in the film. Thanks to the fact it is perceived by Red, it never appears to be unendurable or harmful for the emotions of the viewer. We, as observers, truly know what world we are led to...yet, there is no loss of hope!The unforgettable scenes seem to evoke the most powerful associations and expectations that lie within us concerning the visual and sensual experience. With Thomas Newman's terrific music score consisting of dark piano music, we are supplied with intense emotions and effective thrill. Except for the symbolic and almost cult scene when Andy escapes the prison (mind you the almost claustrophobic effect), one cannot skip ""The Letter Duet"" scene when the excerpt of Mozart's ""The Marriage of Figaro"" is being played. The prison life stops for a while being awestruck by the glimpse of harmony, by the blissful moment of magnificence. At this moment, I was breathless and really second the powerful line: ""Music makes you free!"" The performances are awesome and the depiction of characters is executed in an extraordinary way. There are no clichés which is a great merit of the film and where many films of the genre fall into that trap. Although there were many actors who had been cast for the role of Red, I think that no one would have done the job as well as Morgan Freeman. He is perfect in the role combining a certain quality of patience and distance with the emotional struggle for personal rights. Ironically, he portrays a re-socialized character...in fact, richer inside than any ""corrupted decency."" Tim Robbins also does a terrific job as Andy with all his features mentioned before. And Bob Gunton as a true villain, the boss of this hell of Shawshank will long remain in memory.To sum it up, I agree with short but meaningful words said by Roger Ebert: ""THE SHAWSHANK REDEMPTION is a movie about time, patience and harmony..."" I would even add that it is the film about true life where people are really themselves, to the most extent themselves. There, within the harshest reality... Because only there, we truly behave according to our rules. There, we make choices even if everything that surrounds us seems to yell: ""Salvation lies within blind discipline and fundamental Bible!"" A redemptive masterpiece, a masterful redemption...desperate Brooks was here...and so was Red...yet, he brought a new dawn for dreams, a new dawn for friendship... Will he succeed?",Positive
1013,1013,"The Shawshank Redemption is one of the greatest movies I have ever seen.  It is truly one of the most fulfilling movies ever made.  There are so many good things about it that it is hard to even come close to mentioning all of them, so I'll only mention the one thing I liked the most.  I liked the fact that the movie could have ended a couple different times, and it still would have been one of the best, but for Shawshank that just wasn't good enough. It kept going until you felt the ending was so perfect, that you truly had to sit back breathless.  I love this movie and it will always be one of the best as far as I am concerned.  A true classic!",Positive
1014,1014,"The Shawshank Redemption is in a league with Casablanca as a movie you can watch over and over, catching different nuances each time and bringing your own life experiences each time you watch it. Tim Robbins gives the performance of his career and this is the movie for which Morgan Freeman should have won an Oscar (a shame he had to wait for Million Dollar Baby.) There are many twists and turns and I defy anyone to watch the ending without tears running down their face. In fact, the entire last third of movie is filled with marvelous scenes. If there is any drawback to this movie, it is that it is a shade too long, meaning it's often butchered when it is shown with commercials on TV. Rent this, or better yet, buy it to get the full thrust of it. Definitely on my personal top 10.",Positive
1015,1015,this film is an award winning achievement i loved it what a fantastic and brilliant together drama and crime movie really really amazing a must see to everyone.the story is about a guy called Andy Dufresne who was sent to prison for a murder that was committed to his wife and Andy goes through prison with hard times and a friend for his time in the shaw shank prison with brilliant ac tining from Tim Robbins Morgan Freeman and Clancy brown throughout the film Tim Robbins was Andy Morgan freeman red and Clancy brown as the guard.overall the whole truth can not be told u will love this film don't spoil this for your self its a brilliant story with friendship and survival 10/10 you must get this on DVD trust me its brilliant,Positive
1016,1016,"The Shawshank Redemption is one of the few movies adapted from books that turned out to be good .. or in, this case, brilliant.Although the movie supposedly takes place somewhen in the 1950's, I can easily imagine it being transferred to today's time and standards. The thing that is most fascinating about is is that the directors [and writers, of course] didn't use extreme clichés - there's no black and white painting, just numerous shades of grey. Robbins and Freeman both are perfect for their roles, as are all of the supporting actors.Finally, I can understand why a certain movies gets a high ranking.",Positive
1017,1017,"As I said in the summary, there are too many reviews for this movie and it's among the best movies of all time. So, why I wanted to review it? Because this movie touched me so deeply and I found it so great and powerful that I have to say my opinion at all costs. This is out of my system, now I can go to the review.THE SHAWSHANK REDEMPTION is a masterpiece and only a idiot wouldn't watch it (or hate it). Everything in this movie is perfect: the dialogue is clever and well written, with many great lines (included also in the narration by Morgan Freeman), the cinematography is great, the soundtrack is among the best that were ever heard in 1990s movies, and the performances are very strong and heartfelt. Tim Robbins and Morgan Freeman give their best performances in their careers. Robbins is hard to empathize with at the beginning, but more the movie goes on more you come to like him. Freeman also narrates the movie, and here is suave, easy to empathize with and likeable (as in all his other movies). And also the supporting players in the movie are good, including James Whitmore in one of his final roles as Brooks Hatlen.My favourite scene apart the tear-jerking ending? The scene of the inmates listening to the Mozart aria through the speakers. So, you don't have to like prison dramas for liking this movie. Yes it's depressing and sad in points - but is also perfectly and cleverly written and acted, and deserves all the praises that received. A movie that has to be seen at least once, and if you don't love it I suggest you to go to a psychiatrist!",Positive
1018,1018,"I use this movie in my Interpersonal Communication course.  The relationship between Red and Andy provides rich examples for my students to look for as they write on important issues of Interpersonal Communication such as the symbolic nature of language, powerful and powerless speech, posture, intimate and social distances, territory, chronemics, various types of listening, and self disclosure.  Many ""young"" students struggle to relate ""in-class/in-text"" examples to their own lives, and I use this movie to give the class a common experience to discuss and better understand the foundational elements of Interpersonal Communication.  ALWAYS a good experience for my students!",Positive
1019,1019,"This is indeed one of the best prison dramas I've ever seen. I've always been a fan of Tim Robbins and he doesn't let me down here. But I can't believe this is so high in the overall list (I would place it in the 150-200 range myself). Even if we just stick with Tim Robbins, 'The Player', 'Short Cuts' and 'Jacob's Ladder' are all far better films. It was the ending of the film that really disappointed me, but since I'm not allowed to talk about endings in these reviews I can't explain why! Suffice it to say that I can imagine at least two fairly obvious endings that would have been better. Maybe it's the 'American Factor', what with me being English, but the overrating of this film completely baffles me.",Positive
1020,1020,"The 'Shawshank Redemption' undoubtedly deserves to be the highest rated movie. The movie depicts how a four lettered word 'Hope' brings wonders to our lives and makes something impossible to possible.Though the plot of the movie focuses on how Andy Dufrane, a falsely convicted prisoner gets out of the prison, the beauty of the movie lies in the characterization of Andy Dufrane (just amazing) and how he influences his fellow prisoner 'Red'. The narration by Morgan Freeman in the role of 'Red' is perhaps one of the best narrations i have ever come across. This story proves that the king of horrors, Stephen King, is equally good at any other genre of 'Story Writing'(Hats off). The dialogues towards the end of the movie about hope are truly inspiring. The background score of the movie is excellent. Tom Robbins and Morgan Freeman at their best in the roles of Andy Dufrane and Red respectively.Didn't watch the movie??...go grab a DVD and watch it as soon as possible. Can't miss a movie like this....",Positive
1021,1021,"All is perfect : the complexity of the characters, the suspense, the principals themes like friendship, loneliness, injustice, redemption, vengeance, freedom... The most complete movie that i've ever seen. Tim Robbins is great, sensitive, brilliant: in one scene, he can feel a thousand of feelings. Freeman is very correct and seems to be really ""Red"". Gunton, Sadler and all the others seemed to have fun playing in this master of peace. Titanic is pure entertainment and received 11 oscars. This movie deserves 30 oscars because it shows what is really important in life. No action, more realistic, more useful than the other films. It was really a BIG BANG in my head the first time i saw it. When i see it again, I think and I realize the incredible power that the cinema's industry have. In a different way, only Star Wars, Saving Private Ryan and some others have the same impact.",Positive
1022,1022,"This is the best movie robbed of acclaim. I don't care what anyone says about Forest Gump. This movie is better in almost every category except music and maybe tied for movie of the year.Tim Robbins acting is as good if not better than Hanks. I always have a problem with the simpleton character getting acting nods, as with the white trash and ghetto thug characters. I think most of us can all do the Gumpy Slow Hick voice ala Cleatus the Slacked Jawed Yokel (Simpsons).I can't quite remember how many Oscars Gump stole from this GEM of a movie, but this movie blows me away on almost every level. The quite passion the Robbins portrays is surpassed by no one except maybe the Freeman sidekick character.This movie was of course a short story made into a movie (S King i think) and because of what it delivers i truly believe it to be the best movie of 1994, and probably one of the top 3 movies of all time.",Positive
1023,1023,"What can I say about this movie that hasn't already been said? It's a prison movie, yes, but it is so much more than that. First, let me divvy out kudos to those who deserve it: Stephen King for writing this magnum opus, Frank Darabont for his stellar directing, Tim Robbins for the job he did and, of course, Morgan Freeman for knocking the ball out of the park one this movie.This was a movie that could be loved and felt by men and women alike. It was about losses and gains, hope and despondence, injustice and rectitude, and definitely about friendship. Prison just happened to be the backdrop of this film but it could have easily been anyplace. The prison setting played a critical role and was interwoven into the overall story but it wasn't the story. The story was so much more and the movie did so well in pulling you in and making you care. You couldn't help but loathe the warden and his right-hand-man. You couldn't help but like Andy and Red. You couldn't help but want the happy ending.Absolutely, Shawshank Redemption is a masterpiece. It didn't get the awards it deserved, but like the Utah Jazz in the late 90's playing the Bulls, Shawshank Redemption faced tough competition. Although, it is getting its recognition here and it deserves the high praise.",Positive
1024,1024,"It was the film that never seemed to have a break cut out for it. Adapted from a Steven King short story (usually a sure sign of success), yet a disappointment at the box office. Nominated for seven Oscars, yet emerging with no wins. But, hope sprung eternal, and, as life began to imitate art, like its central characters, the film The Shawshank Redemption overcame such initial adversity to become one of the most revered and cherished films of all time. Director/screenwriter Frank Darabont, working from Steven King's short story 'Rita Hayworth and the Shawshank Redemption' brings the tale to life in a superbly powerful and emotionally flooring fashion. Darabont's script executes the incredibly difficult task of speaking directly to the human spirit, with its tale of passion and dedication overcoming captivity and adversity. Few modern films are bold enough to tackle such shamelessly inspirational themes as Shawshank's without coming across as painfully clichéd, but Darabont's airtight script, chock full of timeless lines, and steady, careful directing are enough to raise the film above such concerns, instead marking a film of which the emotional magnitude is seldom paralleled. From Roger Deakins' sweeping, operatic cinematography, to Thomas Newman's truly beautiful and inspiring musical score, to the dank, gritty realism of Shawshank prison itself, the film's consistent quality on all fronts is truly stunning. It is easy to see a story such as this easily falling flat with an inferior cast taking on the material, but Darabont's incredibly gifted and memorable cast is truly up to the challenge, taking a wonderful story and making it truly timeless. Tim Robbins truly brings unconventional convict Andy Dufresne to life, never without a passionate twinkle in his eye, even in his most beaten down and hopeless of scenes. Rather than typical leading man grandstanding, Robbins is wise enough to remain subtle and detached throughout, making the role all the more mysterious and endearing as a result. The inspired casting of Morgan Freeman as fellow inmate 'Red' resulted not only in a series of sumptuous voiceovers by one of the most melodious voices in Hollywood, but also in a genuinely heartwarming supporting character, with Freeman building a career of playing similar 'wise mentor figures' off his performance. The supporting cast being comprised mainly of relative unknowns strengthens the believability of their characters, leading the audience to see them as their character and not as the star behind the role. Bob Gunton is chillingly effective as the hate-inspiring prison warden, infusing more menace into his reedy voice and deadpan stare than any scenery chewing antagonist could capture. Character actor Clancy Brown also crafts another simple but effective antagonistic role as the captain of the guards. Gil Bellows is a strong presence as a rebellious inmate, and James Whitmore is charming and lovable as aged prison librarian Brooks. Overall, The Shawshank Redemption is an astonishing accomplishment, addressing shamelessly uplifting themes in a fashion which is sentimental, but never sappy, larger than life, but never melodramatic. In many ways the film feels like a throwback to the days of classic cinema where directors strove to make films which made their audiences happy, but Darabont easily dodges contemporary scorn by unabashedly and honestly pitching the film towards the human spirit, and firmly establishing it as a timeless classic with its impeccable package of flooring technical work, screen writing and acting. Far from being a simple ""prison drama"", the sheer emotional voyage of The Shawshank Redemption is enough to drain any viewer, both crushing their spirits then euphorically raising them in a truly peerless fashion. While Red may declare hope to be a dangerous thing, it's Darabont's fearless tackling of the tricky subject which really sets Shawshank free. -10/10",Positive
1025,1025,I can watch this film a hundred times and still enjoy it. Morgan Freeman is one of my favorite actors. And this must be his best roll ever. I thought Tim Robbins was definitely at his best in this film. All the prison guards and inmates were really believable. The story captures you from the beginning and doesn't let go until the final credits are rolled. This is the kind of film that make you think of how many inequities must exist in our prison system that no one ever hears about. Of all the the movies of this type the Shawshank Redemtion brings to light how good and evil can exist in every situation. And that nothing is black and white. But until it effect you its out of sight and out of mind.,Positive
